"","Property ID","Host ID","Listing Title","Property Type","Listing Type","Created Date","Last Scraped Date","Country","State","City","Zipcode","Neighborhood","Metropolitan Statistical Area","Average Daily Rate","Annual Revenue LTM","Occupancy Rate LTM","Number of Bookings LTM","Number of Reviews","Overall Rating","Bedrooms","Bathrooms","Max Guests","Calendar Last Updated","Response Rate","Response Time (min)","Superhost","Cancellation Policy","Security Deposit","Cleaning Fee","Extra People Fee","Published Nightly Rate","Published Monthly Rate","Published Weekly Rate","Check-in Time","Checkout Time","Minimum Stay","Count Reservation Days LTM","Count Available Days LTM","Count Blocked Days LTM","Number of Photos","Business Ready","Instantbook Enabled","Listing URL","Listing Main Image URL","Latitude","Longitude","price_norm","photo_room_ratio"
"28814",7826478,39175345,"Cozy East Village Studio","Apartment","Entire home/apt",2015-08-08,2016-10-30,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",152.1,6692,0.746,12,9,4.8,0,1,4,2016-10-11,78,430.58,"False","Strict",NA,75,NA,275,5600,1400,"Flexible","12AM (midnight)",1,44,16,306,5,"False","No","https://www.airbnb.com/rooms/7826478","https://a1.muscache.com/im/pictures/99620166/f4b0c208_original.jpg",40.7216821563122,-73.9812848111813,55.7591756339378,5
"28824",628193,2108126,"Light & Airy East Village 1 Bedroom","Apartment","Entire home/apt",2012-08-01,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",185,1850,0.244,3,28,4.9,1,1,3,2016-10-03,100,28.46,"False","Moderate",300,NA,NA,185,5180,1295,NA,NA,2,10,34,322,20,"False","No","https://www.airbnb.com/rooms/628193","https://a2.muscache.com/im/pictures/28073160/a101d315_original.jpg",40.7230108112975,-73.9791757433298,4.64231544555637,10
"28841",177540,792601,"Duplex with Private Deck, Upstairs South Room","Apartment","Private room",2011-07-20,2016-10-30,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",146.11,2630,0.295,5,19,4.6,1,2,2,2016-08-29,100,60.66,"False","Strict",200,30,25,166,2650,925,"Anytime after 2PM","12PM (noon)",3,18,238,110,14,"False","No","https://www.airbnb.com/rooms/177540","https://a2.muscache.com/im/pictures/176cb7bb-517c-45ec-89fd-780201a220d7.jpg",40.7239840731636,-73.9844688422548,-96.0815228306614,4.66666666666667
"28922",737075,2333904,"Bright Friendly Apt, East Village!","Apartment","Private room",2012-10-11,2016-09-27,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",89,21717,0.838,21,44,4.5,1,1,1,2016-09-19,100,9.6,"False","Strict",200,40,50,123,2324,625,"Anytime after 12PM (noon)","12PM (noon)",2,244,54,68,19,"False","No","https://www.airbnb.com/rooms/737075","https://a2.muscache.com/im/pictures/35289745/d547d0d9_original.jpg",40.7232038034182,-73.9792721286108,-97.514671065106,9.5
"28965",808313,4252788,"Sunny East Village studio apartment","Apartment","Entire home/apt",2012-11-25,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",225,900,1,1,3,5,1,1,2,2016-08-09,0,1440,"False","Moderate",500,100,NA,300,3000,1000,NA,NA,7,4,68,172,12,"False","No","https://www.airbnb.com/rooms/808313","https://a1.muscache.com/im/pictures/13236120/20187db1_original.jpg",40.7272058487931,-73.984110767921,57.5925192632047,6
"29197",5105196,26378132,"Lovely East Village One Bedroom","Apartment","Entire home/apt",2015-01-12,2016-08-04,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",222.4,10675,0.615,10,6,3.9,1,1,3,2016-07-04,100,1045.47,"False","Strict",NA,100,25,213,5000,1493,NA,NA,7,48,126,192,12,"True","No","https://www.airbnb.com/rooms/5105196","https://a0.muscache.com/im/pictures/64240797/a4b24624_original.jpg",40.7238823539313,-73.9851279517012,38.0834577986393,6
"29200",4531528,23486143,"Lower East Side 2BR-1.5 Bath Apt","Apartment","Entire home/apt",2014-10-18,2015-11-09,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",382,7640,0.317,4,3,4,2,2,6,2015-11-05,93,360.52,"False","Strict",NA,85,NA,365,10220,2555,NA,NA,3,20,164,29,10,"False","No","https://www.airbnb.com/rooms/4531528","https://a2.muscache.com/im/pictures/56909461/8a4257be_original.jpg",40.723848702601,-73.9819322188763,78.7725890600038,2.5
"29269",1971983,2201935,"Renovated East Village Apartment","Apartment","Entire home/apt",2013-11-21,2016-10-17,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",179.93,6478,0.706,6,16,4.2,1,1,3,2016-09-24,60,495.23,"False","Strict",NA,40,30,169,4000,1050,NA,"2PM",3,36,176,154,15,"False","No","https://www.airbnb.com/rooms/1971983","https://a1.muscache.com/im/pictures/27776694/bad72a57_original.jpg",40.7254946660043,-73.9839795927554,-0.109569156281765,7.5
"29309",7592901,5458990,"Heart of East Village Light Filled","Apartment","Private room",2015-07-25,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",98.27,4815,0.7,11,10,4.5,1,2,2,2016-10-13,100,528.98,"False","Strict",NA,35,NA,120,2380,595,NA,NA,1,49,31,286,5,"False","No","https://www.airbnb.com/rooms/7592901","https://a2.muscache.com/im/pictures/96351698/51a40d11_original.jpg",40.7236828929427,-73.9835778929658,-129.352543535807,1.66666666666667
"29312",793610,4180895,"ENTIRE EAST VILLAGE STUDIO!!!!","Apartment","Entire home/apt",2012-11-16,2016-10-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",216.44,1948,0.818,2,6,4.5,1,1,4,2016-04-22,100,326.9,"False","Moderate",NA,40,NA,250,4500,1350,NA,NA,6,9,95,262,11,"False","No","https://www.airbnb.com/rooms/793610","https://a2.muscache.com/im/pictures/15024999/c80828a9_original.jpg",40.722743662154,-73.9815628218543,50.6512947404108,5.5
"29358",237786,292630,"Beautiful Apartment Num.22","Apartment","Entire home/apt",2011-10-03,2016-09-28,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",229.27,49064,0.863,36,37,4.5,5,1,11,2016-09-28,100,348.48,"False","Strict",750,150,NA,240,6720,1680,NA,NA,1,214,34,118,28,"False","No","https://www.airbnb.com/rooms/237786","https://a2.muscache.com/im/pictures/4708d06f-b256-4b91-a047-138cc31993fb.jpg",40.7263318288869,-73.9794663386599,-241.857610432597,4.66666666666667
"29373",8148310,7992045,"Single man East Vill Manhat NYC 10","House","Private room",2015-08-30,2015-09-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",66.38,1328,0.645,5,0,4,1,2.5,1,2015-08-31,NA,NA,NA,"Strict",200,5,NA,55,1661,375,"4:00 PM","12:00 PM (noon)",2,20,103,60,7,"False","No","https://www.airbnb.com/rooms/8148310","https://a2.muscache.com/im/pictures/103794084/9f8c4747_original.jpg",40.7258114704321,-73.9814703141296,-196.365459066012,2
"29377",6590465,32539435,"Exotic Modern Luxury with Pool!","Condominium","Entire home/apt",2015-05-27,2015-12-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",307.75,1231,1,1,1,5,1,1,3,2015-10-29,100,0.03,"False","Moderate",1000,75,40,259,7252,1813,"3:00 PM","12:00 PM (noon)",2,4,1,239,23,"False","No","https://www.airbnb.com/rooms/6590465","https://a2.muscache.com/im/pictures/102843230/bd376436_original.jpg",40.7290205709544,-73.982372703121,122.535989013938,11.5
"29550",4340239,10338061,"Beautiful bedroom East Village!","Apartment","Private room",2014-09-25,2015-11-17,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",128.67,1930,0.484,1,1,4,1,2,2,2015-11-12,NA,NA,"False","Flexible",NA,70,NA,124,1300,700,NA,NA,1,15,70,128,5,"False","No","https://www.airbnb.com/rooms/4340239","https://a0.muscache.com/im/pictures/54512410/587fddf6_original.jpg",40.723739353985,-73.9784142319981,-83.2070996251414,1.66666666666667
"29615",524182,2577070,"Bedroom w/ private (URL HIDDEN)","Apartment","Private room",2012-06-07,2016-10-10,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",104.6,2615,0.926,6,11,4,1,2,1,2016-09-29,73,643.78,"False","Moderate",NA,70,NA,170,1400,500,"Anytime after 4PM","12PM (noon)",1,25,134,115,6,"False","No","https://www.airbnb.com/rooms/524182","https://a2.muscache.com/im/pictures/9858233/4d2fea58_original.jpg",40.7262449468318,-73.9795071911063,-116.865557025145,2
"29616",4279534,6542295,"Cozy Alcove in the East Village","Apartment","Private room",2014-09-20,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",82.57,5367,0.823,17,14,4.5,1,1,2,2016-10-19,89,360.68,"False","Strict",NA,30,25,130,2800,700,NA,NA,1,65,33,268,11,"False","No","https://www.airbnb.com/rooms/4279534","https://a2.muscache.com/im/pictures/109022198/951aaf11_original.jpg",40.721756806721,-73.98315082864,-90.9944672474576,5.5
"29620",7911917,24732939,"Beautiful Studio // East Village","Apartment","Entire home/apt",2015-08-14,2016-10-30,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",128.75,1030,1,1,0,NA,0,1,2,2016-08-25,100,178.57,"False","Flexible",NA,70,NA,210,3920,980,NA,NA,1,8,0,358,9,"False","No","https://www.airbnb.com/rooms/7911917","https://a1.muscache.com/im/pictures/101031345/e26655d8_original.jpg",40.7257787537092,-73.98236397389,41.6795176357791,9
"29715",1206407,6590451,"Artistic 1BR Apt Hip East Village","Apartment","Entire home/apt",2013-05-25,2016-10-18,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",244.71,1713,0.438,1,9,4.6,1,1,3,2016-10-14,NA,1081.98,"False","Strict",100,70,50,269,5572,1393,"Anytime after 3PM","12PM (noon)",7,7,256,103,11,"False","No","https://www.airbnb.com/rooms/1206407","https://a2.muscache.com/im/pictures/18182141/272eb921_original.jpg",40.7245649318196,-73.9868072328013,71.1455327525424,5.5
"29725",5874013,2616433,"Private Room w/ Own Entrance &amp; Bath","Apartment","Private room",2015-04-02,2016-03-14,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",162.5,812,0.25,2,1,5,1,2,1,2016-03-07,NA,NA,"False","Flexible",NA,50,NA,100,3500,750,NA,NA,2,5,23,338,13,"False","No","https://www.airbnb.com/rooms/5874013","https://a1.muscache.com/im/pictures/103578307/8e612d40_original.jpg",40.72637384452,-73.9823642769962,-62.3273034427898,4.33333333333333
"30046",2777790,1410115,"Sunny East Village 1BR On The Park","Apartment","Entire home/apt",2014-04-11,2016-02-02,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",158.44,7130,0.324,6,21,4.9,1,1,2,2016-01-27,NA,21.05,"False","Strict",150,40,NA,140,3920,980,NA,NA,2,45,188,133,11,"False","No","https://www.airbnb.com/rooms/2777790","https://a1.muscache.com/im/pictures/36120986/9940485e_original.jpg",40.7272921907806,-73.9801259224981,-15.1244672474576,5.5
"30055",3711630,11972242,"Bright Apartment in East Village!","Apartment","Entire home/apt",2014-07-25,2016-01-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",180,4680,0.377,6,6,4.7,0,1,2,2015-12-12,NA,NA,"False","Moderate",NA,65,NA,165,4620,900,NA,NA,2,26,180,68,6,"False","No","https://www.airbnb.com/rooms/3711630","https://a0.muscache.com/ac/pictures/46729420/faa4895d_original.jpg",40.7275459145489,-73.9766072317216,89.8161621446001,6
"30058",3758669,316863,"LES New Studio",NA,"Entire home/apt",2014-07-29,2015-08-23,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",156,4680,0.968,1,1,NA,1,1,2,2015-08-23,NA,NA,NA,"Strict",500,150,NA,151,4187,1057,"3:00 PM","11:00 AM",1,30,93,0,10,"False","No","https://www.airbnb.com/rooms/3758669","https://a2.muscache.com/im/pictures/79989248/9553f228_original.jpg",40.7219982542934,-73.9830208694267,-15.9456917702515,5
"30106",6425221,4908523,"Sunny East Village Room and Rooftop","Apartment","Private room",2015-05-15,2016-02-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",111.14,2890,0.722,2,5,4.2,1,1,1,2016-02-19,NA,NA,"False","Strict",NA,40,NA,85,2380,595,NA,NA,2,26,290,50,25,"False","No","https://www.airbnb.com/rooms/6425221","https://a2.muscache.com/im/pictures/80579899/6ecd5e38_original.jpg",40.7295404219745,-73.9826244170577,-85.0873239283423,12.5
"30107",6486682,33898854,"Bohemian East Village Flat","Apartment","Entire home/apt",2015-05-19,2016-04-21,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",162.28,32131,0.938,35,27,4.5,1,1,3,2016-04-21,NA,NA,NA,"Moderate",NA,39,NA,119,3711,1117,"7:00 AM","7:00 PM",2,198,13,155,13,"True","No","https://www.airbnb.com/rooms/6486682","https://a2.muscache.com/im/pictures/c3bcfd2f-6e54-40bf-a498-f54afaf5b9ac.jpg",40.7266305965028,-73.9785625540076,-15.8795556906983,6.5
"30175",7946423,19306227,"Shared room in Penthouse apartment.","Apartment","Shared room",2015-08-17,2015-08-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",120.77,1570,0.565,3,0,5,1,1,3,2015-08-19,NA,NA,NA,"Strict",NA,140,30,65,1951,455,NA,NA,3,13,37,133,6,"False","No","https://www.airbnb.com/rooms/7946423","https://a1.muscache.com/im/pictures/101243464/074be015_original.jpg",40.7283676889843,-73.9790526742961,-44.7005898614273,3
"30179",7954838,41950487,"Lovely studio in East Village","Apartment","Entire home/apt",2015-08-17,2016-02-17,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",134.65,25045,0.974,30,28,4.7,0,1,2,2016-02-16,NA,NA,NA,"Flexible",NA,50,NA,175,4750,1225,"2:00 PM","12:00 PM (noon)",1,186,5,175,19,"False","No","https://www.airbnb.com/rooms/7954838","https://a0.muscache.com/im/pictures/101353123/4c32330b_original.jpg",40.7281021511457,-73.9844161122817,31.3917628637187,19
"30189",7997678,41666395,"Comfy Room with Beautiful View","Apartment","Private room",2015-08-20,2016-06-16,"United States","New York","New York",10009,"Stuyvesant Town","New York-Newark-Jersey City, NY-NJ-PA Metro Area",86.74,5985,0.69,18,9,4.7,1,1,1,2016-05-27,NA,NA,"False","Flexible",NA,10,NA,100,2800,700,NA,NA,2,69,239,58,4,"True","No","https://www.airbnb.com/rooms/7997678","https://a1.muscache.com/im/pictures/101927271/731f71f9_original.jpg",40.7320957700674,-73.9761035212247,-46.7345894275446,2
"30199",8063460,21334778,"Cute, sunny bedroom in East Village","Apartment","Private room",2015-08-25,2016-01-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",84,1932,0.622,5,5,5,1,1,1,2015-12-30,NA,NA,NA,"Flexible",NA,15,NA,75,2100,525,NA,NA,2,23,26,225,2,"False","No","https://www.airbnb.com/rooms/8063460","https://a1.muscache.com/ac/pictures/102756420/95d5cbcb_original.jpg",40.7293679019268,-73.9808866630261,-59.2500440419376,1
"30220",8142045,11924046,"East Village Home Sweet Home","Apartment","Private room",2015-08-30,2016-08-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",94.25,21866,0.91,36,26,4.7,1,1,2,2016-08-08,100,2.45,"False","Strict",NA,30,25,145,3220,700,NA,NA,3,232,23,111,2,"True","No","https://www.airbnb.com/rooms/8142045","https://a2.muscache.com/im/pictures/105442665/1bbdd1d5_original.jpg",40.7253033752998,-73.9798472100881,-73.8787874293001,1
"30268",6462480,7823677,"*Perfect Bedroom* Luxury & Privacy","Apartment","Private room",2015-05-17,2015-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",149.25,2388,0.195,2,1,5,1,1,2,2015-10-22,100,1061.28,"False","Moderate",NA,80,NA,128,3584,896,"3:00 PM","12:00 PM (noon)",2,16,156,41,15,"False","No","https://www.airbnb.com/rooms/6462480","https://a2.muscache.com/im/pictures/81132001/1f7e7744_original.jpg",40.7208480972443,-73.9810947915782,-23.0138071684134,7.5
"30275",1434217,7708495,"Loft apt with terrace in east Villa","Apartment","Entire home/apt",2013-07-23,2015-09-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",297.5,1190,0.129,1,16,4,2,1,4,2015-08-23,NA,NA,NA,"Strict",300,50,NA,285,8459,1995,NA,NA,2,4,148,0,9,"False","No","https://www.airbnb.com/rooms/1434217","https://a0.muscache.com/im/pictures/21920350/738cc0bf_original.jpg",40.7233352178471,-73.9784171141394,59.6620936887953,3
"30286",6886055,16791613,"Sunny East Village Bedroom","Apartment","Private room",2015-06-16,2015-12-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",150,1650,0.611,0,3,3,1,1,2,2015-11-17,NA,NA,NA,"Strict",NA,NA,25,125,3500,875,"3:00 PM","12:00 PM (noon)",1,11,70,163,11,"False","Yes","https://www.airbnb.com/rooms/6886055","https://a2.muscache.com/im/pictures/87168008/745e4380_original.jpg",40.7285259917521,-73.978772821076,-23.5644672474575,5.5
"30297",7992575,15355838,"Quintessential NYC 2BR Apartment",NA,"Entire home/apt",2015-08-20,2015-08-23,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",277.71,1944,0.127,1,0,NA,2,1,4,2015-08-23,89,223.38,"False","Moderate",249,19,NA,249,5299,1499,NA,NA,1,7,75,41,10,"False","No","https://www.airbnb.com/rooms/7992575","https://a1.muscache.com/im/pictures/101879267/f10e4e6e_original.jpg",40.725457119666,-73.9806476273006,46.0290801994576,3.33333333333333
"30418",6186325,7183829,"Spacious 2BR in East Village","Apartment","Entire home/apt",2015-04-26,2016-03-17,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",384.17,2305,0.545,1,1,5,2,1,6,2016-01-28,NA,NA,"False","Moderate",NA,25,15,350,9800,2450,NA,NA,1,6,145,215,8,"False","No","https://www.airbnb.com/rooms/6186325","https://a1.muscache.com/im/pictures/77082532/cc5a0030_original.jpg",40.7289018078309,-73.9782225509211,155.72663115387,2.66666666666667
"30452",1567260,3761035,"Room in East village, Manhattan","Apartment","Private room",2013-08-22,2016-02-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",99,1188,0.279,2,16,4.5,1,1,2,2015-12-02,20,1440,NA,"Flexible",NA,NA,NA,99,1999,693,NA,NA,1,12,311,43,19,"False","No","https://www.airbnb.com/rooms/1567260","https://a1.muscache.com/im/pictures/23075635/d423c6fa_original.jpg",40.7285162421058,-73.9781926851753,-71.7692271544405,9.5
"30464",91487,359035,"E. Village gem on tree lined street","Apartment","Entire home/apt",2011-04-07,2015-12-13,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",132.65,22550,0.846,6,21,4.4,1,1,4,2015-12-01,NA,NA,"False","Strict",200,50,10,130,3200,910,NA,NA,10,170,62,12,9,"False","No","https://www.airbnb.com/rooms/91487","https://a2.muscache.com/ac/pictures/625937/84141a9f_original.jpg",40.7270184219768,-73.9792968059844,-37.6769162930455,4.5
"30511",6306042,10786880,"Cute Trendy East Village Apartment!","Apartment","Entire home/apt",2015-05-06,2015-09-02,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",140,560,0.8,0,3,NA,1,1,3,2015-08-26,NA,NA,"False","Strict",150,75,NA,125,3710,800,NA,NA,1,4,1,147,5,"False","No","https://www.airbnb.com/rooms/6306042","https://a2.muscache.com/im/pictures/79639477/ad888b07_original.jpg",40.7259953968855,-73.9776513022376,-23.8518143842213,2.5
